Date,Portfolio_Value,Return_%
2016-01-08 00:00:00-05:00,94986.29083505936,-5.0137091649406385
2016-01-15 00:00:00-05:00,92091.2939517491,-7.908706048250902
2016-01-22 00:00:00-05:00,94767.12248519545,-5.2328775148045565
2016-01-29 00:00:00-05:00,95095.87126442017,-4.904128735579826
2016-02-05 00:00:00-05:00,89607.29109882248,-10.392708901177528
2016-02-12 00:00:00-05:00,89515.96658321285,-10.484033416787153
2016-02-19 00:00:00-05:00,92812.78833874856,-7.187211661251435
2016-02-26 00:00:00-05:00,94456.60714629505,-5.543392853704954
2016-03-04 00:00:00-05:00,96502.27329949384,-3.497726700506154
2016-03-11 00:00:00-05:00,97251.13282926436,-2.748867170735636
2016-03-18 00:00:00-04:00,98345.65613754158,-1.6543438624584184
2016-03-25 00:00:00-04:00,98244.92274722063,-1.755077252779369
2016-04-01 00:00:00-04:00,101084.38779276414,1.084387792764141
2016-04-08 00:00:00-04:00,99838.67075972693,-0.16132924027307816
2016-04-15 00:00:00-04:00,101340.80210207446,1.3408021020744565
2016-04-22 00:00:00-04:00,99820.34742569517,-0.17965257430482273
2016-04-29 00:00:00-04:00,96834.36312817817,-3.165636871821831
2016-05-06 00:00:00-04:00,96706.10728109816,-3.2938927189018474
2016-05-13 00:00:00-04:00,96632.8214361134,-3.367178563886597
2016-05-20 00:00:00-04:00,97521.34582266564,-2.4786541773343607
2016-05-27 00:00:00-04:00,100873.67694254122,0.8736769425412128
2016-06-03 00:00:00-04:00,100809.5827291415,0.8095827291415114
2016-06-10 00:00:00-04:00,99783.70075763165,-0.2162992423683452
2016-06-17 00:00:00-04:00,97799.40953318273,-2.200590466817276
2016-06-24 00:00:00-04:00,95778.98103834574,-4.221018961654266
2016-07-01 00:00:00-04:00,99259.68037243563,-0.7403196275643675
2016-07-08 00:00:00-04:00,101298.46216587353,1.2984621658735263
2016-07-15 00:00:00-04:00,102676.09072342636,2.676090723426361
2016-07-22 00:00:00-04:00,104375.11175847899,4.375111758479
2016-07-29 00:00:00-04:00,105826.16100157771,5.826161001577712
2016-08-05 00:00:00-04:00,107249.65033220594,7.249650332205948
2016-08-12 00:00:00-04:00,107635.36175737403,7.635361757374026
2016-08-19 00:00:00-04:00,107690.48158231503,7.690481582315023
2016-08-26 00:00:00-04:00,107249.65033220594,7.249650332205948
2016-09-02 00:00:00-04:00,107561.90361611672,7.5619036161167275
2016-09-09 00:00:00-04:00,104953.68264180227,4.953682641802271
2016-09-16 00:00:00-04:00,107987.91738678394,7.987917386783949
2016-09-23 00:00:00-04:00,108945.43519379098,8.945435193790985
2016-09-30 00:00:00-04:00,109304.50811698977,9.304508116989773
2016-10-07 00:00:00-04:00,109074.35026139217,9.074350261392183
2016-10-14 00:00:00-04:00,107849.81068759772,7.849810687597714
2016-10-21 00:00:00-04:00,108779.70116185369,8.779701161853692
2016-10-28 00:00:00-04:00,107812.96924983477,7.812969249834767
2016-11-04 00:00:00-04:00,104636.60506225926,4.636605062259269
2016-11-11 00:00:00-05:00,106616.1019556451,6.616101955645104
2016-11-18 00:00:00-05:00,108015.5522106773,8.01555221067729
2016-11-25 00:00:00-05:00,109378.15353680425,9.378153536804245
2016-12-02 00:00:00-05:00,106524.01334352228,6.524013343522284
2016-12-09 00:00:00-05:00,110022.63898110278,10.022638981102784
2016-12-16 00:00:00-05:00,110440.34507497473,10.440345074974733
2016-12-23 00:00:00-05:00,110994.36748502652,10.994367485026512
2016-12-30 00:00:00-05:00,109406.11797095819,9.406117970958183
2017-01-06 00:00:00-05:00,112591.8985243873,12.591898524387313
2017-01-13 00:00:00-05:00,113727.7130089454,13.727713008945397
2017-01-20 00:00:00-05:00,113810.80475918263,13.810804759182638
2017-01-27 00:00:00-05:00,116165.53296967833,16.16553296967833
2017-02-03 00:00:00-05:00,116054.70901069803,16.054709010698033
2017-02-10 00:00:00-05:00,117624.53031474259,17.624530314742582
2017-02-17 00:00:00-05:00,119868.41958397342,19.868419583973406
2017-02-24 00:00:00-05:00,120283.91579087099,20.28391579087099
2017-03-03 00:00:00-05:00,120985.7309470849,20.98573094708489
2017-03-10 00:00:00-05:00,121327.4094378954,21.327409437895394
2017-03-17 00:00:00-04:00,121857.39277235116,21.85739277235117
2017-03-24 00:00:00-04:00,120876.5175836961,20.876517583696106
2017-03-31 00:00:00-04:00,122495.83286482481,22.495832864824816
2017-04-07 00:00:00-04:00,122116.45894603075,22.116458946030736
2017-04-14 00:00:00-04:00,120663.68674020622,20.663686740206224
2017-04-21 00:00:00-04:00,122662.375940129,22.66237594012901
2017-04-28 00:00:00-04:00,125836.28303303466,25.836283033034668
2017-05-05 00:00:00-04:00,127270.56709969715,27.270567099697153
2017-05-12 00:00:00-04:00,128251.4422883522,28.251442288352212
2017-05-19 00:00:00-04:00,127548.20381510393,27.54820381510392
2017-05-26 00:00:00-04:00,130675.75571954332,30.675755719543307
2017-06-02 00:00:00-04:00,132748.55479010232,32.748554790102325
2017-06-09 00:00:00-04:00,129528.35243786866,29.528352437868666
2017-06-16 00:00:00-04:00,128183.33282268714,28.183332822687145
2017-06-23 00:00:00-04:00,131050.32781613202,31.050327816132018
2017-06-30 00:00:00-04:00,127710.10238219074,27.710102382190737
2017-07-07 00:00:00-04:00,127821.34584513906,27.821345845139067
2017-07-14 00:00:00-04:00,131866.87730759956,31.866877307599562
2017-07-21 00:00:00-04:00,133713.23412913486,33.71323412913485
2017-07-28 00:00:00-04:00,133462.77527794198,33.462775277941994
2017-08-04 00:00:00-04:00,133286.4937176659,33.2864937176659
2017-08-11 00:00:00-04:00,131848.31425701466,31.848314257014664
2017-08-18 00:00:00-04:00,131041.06876426641,31.04106876426642
2017-08-25 00:00:00-04:00,131727.69188392416,31.727691883924148
2017-09-01 00:00:00-04:00,135466.95548516046,35.466955485160454
2017-09-08 00:00:00-04:00,133806.07934662857,33.80607934662856
2017-09-15 00:00:00-04:00,135522.65961919978,35.52265961919978
2017-09-22 00:00:00-04:00,134201.252084504,34.201252084504
2017-09-29 00:00:00-04:00,135251.98966611904,35.251989666119044
2017-10-06 00:00:00-04:00,137307.0946585983,37.307094658598295
2017-10-13 00:00:00-04:00,137939.40699668197,37.93940699668197
2017-10-20 00:00:00-04:00,138283.46017959714,38.28346017959714
2017-10-27 00:00:00-04:00,140636.05341454133,40.63605341454133
2017-11-03 00:00:00-04:00,142523.7613414958,42.52376134149578
2017-11-10 00:00:00-05:00,142905.0005547191,42.90500055471909
2017-11-17 00:00:00-05:00,143156.05869729485,43.15605869729484
2017-11-24 00:00:00-05:00,145304.12876554442,45.30412876554442
2017-12-01 00:00:00-05:00,143658.2199293001,43.6582199293001
2017-12-08 00:00:00-05:00,143853.46906184455,43.85346906184455
2017-12-15 00:00:00-05:00,146596.65045558507,46.59665045558508
2017-12-22 00:00:00-05:00,146642.31645896102,46.64231645896102
2017-12-29 00:00:00-05:00,145142.0653933273,45.1420653933273
2018-01-05 00:00:00-05:00,150882.18313460707,50.88218313460706
2018-01-12 00:00:00-05:00,153276.90655376817,53.27690655376818
2018-01-19 00:00:00-05:00,155000.8431280643,55.000843128064304
2018-01-26 00:00:00-05:00,159277.95576315676,59.277955763156754
2018-02-02 00:00:00-05:00,153388.76429038396,53.388764290383946
2018-02-09 00:00:00-05:00,145458.8658006057,45.45886580060572
2018-02-16 00:00:00-05:00,153714.9136432354,53.7149136432354
2018-02-23 00:00:00-05:00,156706.11177578353,56.706111775783526
2018-03-02 00:00:00-05:00,154674.6787929283,54.67467879292829
2018-03-09 00:00:00-05:00,161355.92372189314,61.355923721893134
2018-03-16 00:00:00-04:00,159361.82659219173,59.36182659219173
2018-03-23 00:00:00-04:00,147944.1870945747,47.94418709457471
2018-03-30 00:00:00-04:00,149456.19925359756,49.45619925359757
2018-04-06 00:00:00-04:00,146189.52185462107,46.18952185462106
2018-04-13 00:00:00-04:00,150613.5807367973,50.61358073679729
2018-04-20 00:00:00-04:00,151481.5494289165,51.481549428916516
2018-04-27 00:00:00-04:00,151285.61111128176,51.28561111128176
2018-05-04 00:00:00-04:00,153880.28810034296,53.88028810034295
2018-05-11 00:00:00-04:00,158164.32255090776,58.164322550907755
2018-05-18 00:00:00-04:00,156297.67971606174,56.297679716061744
2018-05-25 00:00:00-04:00,158407.06552554597,58.407065525545974
2018-06-01 00:00:00-04:00,161225.66773982273,61.22566773982274
2018-06-08 00:00:00-04:00,162812.3516051533,62.81235160515328
2018-06-15 00:00:00-04:00,165183.04343986063,65.18304343986063
2018-06-22 00:00:00-04:00,163983.96625869657,63.983966258696576
2018-06-29 00:00:00-04:00,160551.22521752218,60.55122521752219
2018-07-06 00:00:00-04:00,164255.2355031602,64.2552355031602
2018-07-13 00:00:00-04:00,167996.55167738287,67.99655167738288
2018-07-20 00:00:00-04:00,167416.64737073268,67.41664737073268
2018-07-27 00:00:00-04:00,166135.24253584456,66.13524253584455
2018-08-03 00:00:00-04:00,168436.1768535839,68.4361768535839
2018-08-10 00:00:00-04:00,168847.75519306585,68.84775519306585
2018-08-17 00:00:00-04:00,168230.38019270066,68.23038019270066
2018-08-24 00:00:00-04:00,170681.0025156005,70.6810025156005
2018-08-31 00:00:00-04:00,174581.32567598758,74.58132567598759
2018-09-07 00:00:00-04:00,169399.56771614324,69.39956771614324
2018-09-14 00:00:00-04:00,172093.3674999339,72.09336749993389
2018-09-21 00:00:00-04:00,171831.4022541896,71.8314022541896
2018-09-28 00:00:00-04:00,174089.68200775198,74.08968200775199
2018-10-05 00:00:00-04:00,168804.90585918946,68.80490585918946
2018-10-12 00:00:00-04:00,163342.020311633,63.34202031163301
2018-10-19 00:00:00-04:00,162123.90064677774,62.12390064677773
2018-10-26 00:00:00-04:00,156164.4272770769,56.16442727707691
2018-11-02 00:00:00-04:00,158713.15359935528,58.71315359935527
2018-11-09 00:00:00-05:00,160718.35260192468,60.718352601924686
2018-11-16 00:00:00-05:00,156951.5215970756,56.9515215970756
2018-11-23 00:00:00-05:00,149183.6115680916,49.183611568091614
2018-11-30 00:00:00-05:00,158703.74472464397,58.70374472464397
2018-12-07 00:00:00-05:00,151216.93231880295,51.216932318802954
2018-12-14 00:00:00-05:00,150935.81971337541,50.935819713375416
2018-12-21 00:00:00-05:00,138276.61327554766,38.27661327554765
2018-12-28 00:00:00-05:00,143746.63039056046,43.74663039056046
2019-01-04 00:00:00-05:00,146810.08808160012,46.81008808160012
2019-01-11 00:00:00-05:00,151001.18742096378,51.00118742096378
2019-01-18 00:00:00-05:00,155286.24066687946,55.28624066687946
2019-01-25 00:00:00-05:00,155192.2418134737,55.192241813473686
2019-02-01 00:00:00-05:00,157353.6311327079,57.3536311327079
2019-02-08 00:00:00-05:00,158396.62287319917,58.39662287319918
2019-02-15 00:00:00-05:00,161572.86720249808,61.57286720249808
2019-02-22 00:00:00-05:00,162465.55666416138,62.46555666416138
2019-03-01 00:00:00-05:00,163875.10497899522,63.875104978995225
2019-03-08 00:00:00-05:00,160849.31275136996,60.84931275136996
2019-03-15 00:00:00-04:00,167596.32990960663,67.59632990960662
2019-03-22 00:00:00-04:00,168099.10541527934,68.09910541527933
2019-03-29 00:00:00-04:00,169134.62099576907,69.13462099576908
2019-04-05 00:00:00-04:00,173841.6952335135,73.84169523351352
2019-04-12 00:00:00-04:00,174943.1778129745,74.94317781297448
2019-04-19 00:00:00-04:00,176411.77131130724,76.41177131130723
2019-04-26 00:00:00-04:00,179480.80241220776,79.48080241220777
2019-05-03 00:00:00-04:00,179913.8054186279,79.91380541862789
2019-05-10 00:00:00-04:00,174161.79174339783,74.16179174339783
2019-05-17 00:00:00-04:00,172316.60354005915,72.31660354005915
2019-05-24 00:00:00-04:00,167722.52569255797,67.72252569255797
2019-05-31 00:00:00-04:00,163759.15707869123,63.759157078691246
2019-06-07 00:00:00-04:00,170433.77983787522,70.43377983787522
2019-06-14 00:00:00-04:00,171940.05378190693,71.94005378190693
2019-06-21 00:00:00-04:00,177522.64778319496,77.52264778319496
2019-06-28 00:00:00-04:00,176188.55025346656,76.18855025346656
2019-07-05 00:00:00-04:00,180255.02694975893,80.25502694975893
2019-07-12 00:00:00-04:00,182594.8702605322,82.59487026053219
2019-07-19 00:00:00-04:00,180217.24162806795,80.21724162806794
2019-07-26 00:00:00-04:00,184255.44675337264,84.25544675337264
2019-08-02 00:00:00-04:00,176764.07973302167,76.76407973302169
2019-08-09 00:00:00-04:00,175952.65418287783,75.95265418287782
2019-08-16 00:00:00-04:00,174999.6909903807,74.99969099038071
2019-08-23 00:00:00-04:00,171782.39520135405,71.78239520135405
2019-08-30 00:00:00-04:00,176877.28587524896,76.87728587524896
2019-09-06 00:00:00-04:00,180764.46957206624,80.76446957206625
2019-09-13 00:00:00-04:00,181660.81471116515,81.66081471116516
2019-09-20 00:00:00-04:00,180019.14586145477,80.01914586145477
2019-09-27 00:00:00-04:00,176818.04592205063,76.81804592205064
2019-10-04 00:00:00-04:00,178500.79619605787,78.50079619605788
2019-10-11 00:00:00-04:00,180675.23508515445,80.67523508515444
2019-10-18 00:00:00-04:00,181223.54175364194,81.22354175364195
2019-10-25 00:00:00-04:00,184957.90614782317,84.95790614782317
2019-11-01 00:00:00-04:00,188011.53546018348,88.01153546018348
2019-11-08 00:00:00-05:00,190242.69727867027,90.24269727867026
2019-11-15 00:00:00-05:00,191830.95428388088,91.83095428388089
2019-11-22 00:00:00-05:00,190809.91159028787,90.80991159028787
2019-11-29 00:00:00-05:00,193901.35618890834,93.90135618890834
2019-12-06 00:00:00-05:00,193806.83295554254,93.80683295554255
2019-12-13 00:00:00-05:00,195877.21987828542,95.87721987828543
2019-12-20 00:00:00-05:00,200150.4371193891,100.1504371193891
2019-12-27 00:00:00-05:00,202384.53546565204,102.38453546565202
2020-01-03 00:00:00-05:00,202924.5868953403,102.9245868953403
2020-01-10 00:00:00-05:00,206951.24067923985,106.95124067923985
2020-01-17 00:00:00-05:00,211641.11525429544,111.64111525429546
2020-01-24 00:00:00-05:00,210996.87701769237,110.99687701769238
2020-01-31 00:00:00-05:00,207557.58871815994,107.55758871815995
2020-02-07 00:00:00-05:00,217155.30014422696,117.15530014422697
2020-02-14 00:00:00-05:00,222309.3858244665,122.30938582446652
2020-02-21 00:00:00-05:00,218169.03148294878,118.1690314829488
2020-02-28 00:00:00-05:00,194984.96490287472,94.98496490287471
2020-03-06 00:00:00-05:00,197088.32783396094,97.08832783396093
2020-03-13 00:00:00-04:00,182232.3439207395,82.23234392073951
2020-03-20 00:00:00-04:00,161729.50698770006,61.729506987700056
2020-03-27 00:00:00-04:00,175936.398404117,75.93639840411701
2020-04-03 00:00:00-04:00,174103.94514266468,74.1039451426647
2020-04-10 00:00:00-04:00,190710.1595396064,90.7101595396064
2020-04-17 00:00:00-04:00,204410.91941860647,104.41091941860647
2020-04-24 00:00:00-04:00,203034.24223612394,103.03424223612394
2020-05-01 00:00:00-04:00,201989.81219631378,101.98981219631378
2020-05-08 00:00:00-04:00,213497.37536593294,113.49737536593292
2020-05-15 00:00:00-04:00,211987.7154255879,111.9877154255879
2020-05-22 00:00:00-04:00,218054.82152765518,118.05482152765516
2020-05-29 00:00:00-04:00,221567.82266728266,121.56782266728268
2020-06-05 00:00:00-04:00,227577.9361588374,127.57793615883739
2020-06-12 00:00:00-04:00,223960.50849574193,123.96050849574193
2020-06-19 00:00:00-04:00,231898.0329683674,131.8980329683674
2020-06-26 00:00:00-04:00,228477.84708166445,128.47784708166446
2020-07-03 00:00:00-04:00,239862.67537606845,139.86267537606847
2020-07-10 00:00:00-04:00,251066.8472831013,151.06684728310128
2020-07-17 00:00:00-04:00,246739.3192604235,146.7393192604235
2020-07-24 00:00:00-04:00,243067.9853374374,143.0679853374374
2020-07-31 00:00:00-04:00,252797.88546028463,152.79788546028465
2020-08-07 00:00:00-04:00,258200.3174895924,158.20031748959238
2020-08-14 00:00:00-04:00,258856.5415538532,158.8565415538532
2020-08-21 00:00:00-04:00,268091.95137439616,168.09195137439613
2020-08-28 00:00:00-04:00,278230.79295464064,178.23079295464063
2020-09-04 00:00:00-04:00,269718.3982229812,169.7183982229812
2020-09-11 00:00:00-04:00,257230.18459897555,157.23018459897554
2020-09-18 00:00:00-04:00,253825.1008551214,153.82510085512138
2020-09-25 00:00:00-04:00,258285.86633449944,158.28586633449945
2020-10-02 00:00:00-04:00,260901.5035396771,160.90150353967712
2020-10-09 00:00:00-04:00,271744.24281369103,171.74424281369105
2020-10-16 00:00:00-04:00,274407.3438963933,174.4073438963933
2020-10-23 00:00:00-04:00,270821.63372973714,170.82163372973716
2020-10-30 00:00:00-04:00,256212.40804341927,156.2124080434193
2020-11-06 00:00:00-05:00,280209.20363239496,180.20920363239497
2020-11-13 00:00:00-05:00,276709.04231064586,176.70904231064588
2020-11-20 00:00:00-05:00,276185.9508270933,176.18595082709328
2020-11-27 00:00:00-05:00,284394.17521736864,184.39417521736866
2020-12-04 00:00:00-05:00,290585.873997938,190.585873997938
2020-12-11 00:00:00-05:00,287095.18148003845,187.09518148003843
2020-12-18 00:00:00-05:00,294903.9781636199,194.90397816361988
2020-12-25 00:00:00-05:00,294962.0494986216,194.96204949862158
2021-01-01 00:00:00-05:00,298944.9400292859,198.94494002928587
2021-01-08 00:00:00-05:00,303985.4300278993,203.98543002789927
2021-01-15 00:00:00-05:00,297153.59815669956,197.15359815669956
2021-01-22 00:00:00-05:00,310074.17054888874,210.07417054888876
2021-01-29 00:00:00-05:00,299726.2661697243,199.72626616972428
2021-02-05 00:00:00-05:00,315734.0281917154,215.73402819171542
2021-02-12 00:00:00-05:00,320583.97349514003,220.58397349514001
2021-02-19 00:00:00-05:00,315410.05127012695,215.41005127012696
2021-02-26 00:00:00-05:00,299326.08934880176,199.32608934880176
2021-03-05 00:00:00-05:00,294123.55096025584,194.12355096025587
2021-03-12 00:00:00-05:00,300583.9120677733,200.5839120677733
2021-03-19 00:00:00-04:00,298373.2759791504,198.37327597915038
2021-03-26 00:00:00-04:00,301478.65410242294,201.47865410242295
2021-04-02 00:00:00-04:00,309654.846368283,209.654846368283
2021-04-09 00:00:00-04:00,321618.53020941716,221.61853020941717
2021-04-16 00:00:00-04:00,326293.3625707623,226.2933625707623
2021-04-23 00:00:00-04:00,323822.4542345517,223.8224542345517
2021-04-30 00:00:00-04:00,322458.13743684127,222.4581374368413
2021-05-07 00:00:00-04:00,318842.2829136259,218.8422829136259
2021-05-14 00:00:00-04:00,311391.2032564895,211.3912032564895
2021-05-21 00:00:00-04:00,311982.70385139855,211.98270385139858
2021-05-28 00:00:00-04:00,318584.67751269205,218.58467751269205
2021-06-04 00:00:00-04:00,320178.0135123726,220.17801351237262
2021-06-11 00:00:00-04:00,325558.8111227582,225.55881112275821
2021-06-18 00:00:00-04:00,326884.86316567136,226.88486316567133
2021-06-25 00:00:00-04:00,333787.80095945054,233.78780095945055
2021-07-02 00:00:00-04:00,342556.1230761717,242.5561230761717
2021-07-09 00:00:00-04:00,344819.85638131836,244.81985638131837
2021-07-16 00:00:00-04:00,341562.767644468,241.562767644468
2021-07-23 00:00:00-04:00,351687.4359835072,251.6874359835072
2021-07-30 00:00:00-04:00,348220.1457941094,248.22014579410938
