Date,QQQ_Price,Portfolio_Value,Return_%,Drawdown_%
2016-01-04 00:00:00-05:00,101.84554290771484,100000.0,0.0,0.0
2016-01-05 00:00:00-05:00,101.66880798339844,99826.46768894291,-0.17353231105708966,-0.17353231105708983
2016-01-06 00:00:00-05:00,100.69223022460938,98867.58649403979,-1.132413505960217,-1.1324135059602123
2016-01-07 00:00:00-05:00,97.5392074584961,95771.69964804366,-4.228300351956338,-4.228300351956335
2016-01-08 00:00:00-05:00,96.73930358886719,94986.29083505936,-5.0137091649406385,-5.013709164940636
2016-01-11 00:00:00-05:00,97.03695678710938,95278.55026020858,-4.721449739791428,-4.7214497397914235
2016-01-12 00:00:00-05:00,98.162353515625,96383.55367654402,-3.6164463234559796,-3.616446323455981
2016-01-13 00:00:00-05:00,94.77680206298828,93059.35179595268,-6.940648204047317,-6.94064820404732
2016-01-14 00:00:00-05:00,96.79512786865234,95041.10352316662,-4.958896476833385,-4.958896476833383
2016-01-15 00:00:00-05:00,93.79087829589844,92091.2939517491,-7.908706048250902,-7.908706048250896
2016-01-19 00:00:00-05:00,93.99553680419922,92292.24384357326,-7.707756156426737,-7.707756156426739
2016-01-20 00:00:00-05:00,93.70721435546875,92009.14608543992,-7.9908539145600805,-7.9908539145600805
2016-01-21 00:00:00-05:00,93.80024719238281,92100.49307447641,-7.899506925523592,-7.899506925523586
2016-01-22 00:00:00-05:00,96.5160903930664,94767.12248519545,-5.2328775148045565,-5.232877514804554
2016-01-25 00:00:00-05:00,95.08374786376953,93360.73543240633,-6.639264567593662,-6.639264567593665
2016-01-26 00:00:00-05:00,95.93946075439453,94200.94195121335,-5.799058048786653,-5.799058048786653
2016-01-27 00:00:00-05:00,93.54908752441406,91853.88467041859,-8.146115329581416,-8.146115329581415
2016-01-28 00:00:00-05:00,94.86982727050781,93150.69129384687,-6.849308706153123,-6.849308706153126
2016-01-29 00:00:00-05:00,96.85090637207031,95095.87126442017,-4.904128735579826,-4.904128735579826
2016-02-01 00:00:00-05:00,97.11136627197266,95351.61137092474,-4.648388629075251,-4.6483886290752565
2016-02-02 00:00:00-05:00,95.00934600830078,93287.68181283247,-6.712318187167532,-6.712318187167534
2016-02-03 00:00:00-05:00,94.5535888671875,92840.18344608876,-7.159816553911236,-7.159816553911239
2016-02-04 00:00:00-05:00,94.54428100585938,92831.04425249973,-7.168955747500261,-7.1689557475002665
2016-02-05 00:00:00-05:00,91.26103210449219,89607.29109882248,-10.392708901177528,-10.392708901177524
2016-02-08 00:00:00-05:00,89.86589813232422,88237.43834696259,-11.762561653037407,-11.762561653037409
2016-02-09 00:00:00-05:00,89.58688354492188,87963.47978241828,-12.036520217581725,-12.036520217581725
2016-02-10 00:00:00-05:00,89.93101501464844,88301.37524637431,-11.698624753625687,-11.698624753625685
2016-02-11 00:00:00-05:00,89.8008041381836,88173.52392097774,-11.826476079022264,-11.826476079022266
2016-02-12 00:00:00-05:00,91.16802215576172,89515.96658321285,-10.484033416787153,-10.484033416787147
2016-02-16 00:00:00-05:00,93.22354888916016,91534.24512021373,-8.46575487978627,-8.46575487978627
2016-02-17 00:00:00-05:00,95.33488464355469,93607.3213630373,-6.39267863696269,-6.392678636962694
2016-02-18 00:00:00-05:00,94.24665832519531,92538.81479191966,-7.461185208080334,-7.461185208080337
2016-02-19 00:00:00-05:00,94.52568817138672,92812.78833874856,-7.187211661251435,-7.187211661251435
2016-02-22 00:00:00-05:00,96.06033325195312,94319.62411845174,-5.680375881548261,-5.680375881548258
2016-02-23 00:00:00-05:00,94.47917175292969,92767.11484423031,-7.2328851557696865,-7.23288515576969
2016-02-24 00:00:00-05:00,95.38138580322266,93652.97987527099,-6.347020124729008,-6.34702012472901
2016-02-25 00:00:00-05:00,96.32077026367188,94575.34175152946,-5.424658248470548,-5.424658248470543
2016-02-26 00:00:00-05:00,96.19984436035156,94456.60714629505,-5.543392853704954,-5.54339285370495
2016-02-29 00:00:00-05:00,95.33488464355469,93607.3213630373,-6.39267863696269,-6.392678636962694
2016-03-01 00:00:00-05:00,98.39491271972656,96611.89867570838,-3.388101324291626,-3.388101324291623
2016-03-02 00:00:00-05:00,98.43209075927734,96648.40301206846,-3.3515969879315377,-3.3515969879315377
2016-03-03 00:00:00-05:00,98.2460708618164,96465.7539808492,-3.5342460191507996,-3.5342460191507996
2016-03-04 00:00:00-05:00,98.28326416015625,96502.27329949384,-3.497726700506154,-3.497726700506158
2016-03-07 00:00:00-05:00,97.67871856689453,95908.68267588697,-4.091317324113031,-4.091317324113028
2016-03-08 00:00:00-05:00,96.86954498291016,95114.17212502507,-4.885827874974935,-4.88582787497493
2016-03-09 00:00:00-05:00,97.49270629882812,95726.04113581,-4.273958864190009,-4.273958864190004
2016-03-10 00:00:00-05:00,97.34390258789062,95579.93389666225,-4.420066103337749,-4.420066103337755
2016-03-11 00:00:00-05:00,99.04594421386719,97251.13282926436,-2.748867170735636,-2.7488671707356405
2016-03-14 00:00:00-04:00,99.21339416503906,97415.54842015929,-2.5844515798407075,-2.5844515798407084
2016-03-15 00:00:00-04:00,99.17615509033203,97378.98415466092,-2.621015845339081,-2.621015845339076
2016-03-16 00:00:00-04:00,100.05975341796875,98246.57079852356,-1.7534292014764308,-1.7534292014764359
2016-03-17 00:00:00-04:00,100.00396728515625,98191.79556612772,-1.8082044338722736,-1.8082044338722771
2016-03-18 00:00:00-04:00,100.1606674194336,98345.65613754158,-1.6543438624584184,-1.6543438624584232
2016-03-21 00:00:00-04:00,100.552490234375,98730.3787319279,-1.2696212680720964,-1.2696212680720929
2016-03-22 00:00:00-04:00,100.86031341552734,99032.62384974447,-0.9673761502555278,-0.967376150255528
2016-03-23 00:00:00-04:00,100.03009033203125,98217.44523731527,-1.7825547626847293,-1.7825547626847256
2016-03-24 00:00:00-04:00,100.05807495117188,98244.92274722063,-1.755077252779369,-1.755077252779374
2016-03-28 00:00:00-04:00,99.91813659667969,98107.5202154093,-1.892479784590706,-1.8924797845907015
2016-03-29 00:00:00-04:00,101.52263641357422,99682.94489388385,-0.3170551061161486,-0.3170551061161532
2016-03-30 00:00:00-04:00,102.01705169677734,100168.40087859113,0.16840087859113506,0.0
2016-03-31 00:00:00-04:00,101.86778259277344,100021.83667976393,0.021836679763942435,-0.14631779836920744
2016-04-01 00:00:00-04:00,102.94994354248047,101084.38779276414,1.084387792764141,0.0
2016-04-04 00:00:00-04:00,102.55810546875,100699.65021609324,0.6996502160932394,-0.38061028520018547
2016-04-05 00:00:00-04:00,101.56926727294922,99728.73075553638,-0.2712692444636233,-1.3411141590005304
