Date,QQQ_Price,Portfolio_Value,Return_%,Drawdown_%
2016-01-04 00:00:00-05:00,101.84553527832031,100000.0,0.0,0.0
2016-01-05 00:00:00-05:00,101.6688461303711,99826.51262280044,-0.17348737719956597,-0.17348737719956261
2016-01-06 00:00:00-05:00,100.69221496582031,98867.57891806623,-1.1324210819337766,-1.132421081933775
2016-01-07 00:00:00-05:00,97.5392074584961,95771.70682243849,-4.228293177561515,-4.228293177561515
2016-01-08 00:00:00-05:00,96.73934936523438,94986.34289747517,-5.013657102524826,-5.013657102524826
2016-01-11 00:00:00-05:00,97.03694915771484,95278.54990651803,-4.721450093481971,-4.721450093481966
2016-01-12 00:00:00-05:00,98.16238403320312,96383.59086134509,-3.616409138654908,-3.6164091386549115
2016-01-13 00:00:00-05:00,94.77680206298828,93059.35876716166,-6.94064123283834,-6.940641232838344
2016-01-14 00:00:00-05:00,96.79513549804688,95041.11813397429,-4.958881866025711,-4.958881866025709
2016-01-15 00:00:00-05:00,93.79092407226562,92091.34579729657,-7.908654202703436,-7.90865420270343
2016-01-19 00:00:00-05:00,93.99552917480469,92292.24326617424,-7.707756733825766,-7.707756733825764
2016-01-20 00:00:00-05:00,93.70722961425781,92009.16796026219,-7.990832039737816,-7.990832039737812
2016-01-21 00:00:00-05:00,93.80020141601562,92100.45502699882,-7.899544973001172,-7.899544973001175
2016-01-22 00:00:00-05:00,96.51609802246094,94767.13707547881,-5.232862924521198,-5.232862924521192
2016-01-25 00:00:00-05:00,95.08372497558594,93360.71995276386,-6.63928004723614,-6.6392800472361415
2016-01-26 00:00:00-05:00,95.939453125,94200.94151679761,-5.799058483202391,-5.799058483202389
2016-01-27 00:00:00-05:00,93.54907989501953,91853.88406018144,-8.146115939818554,-8.146115939818555
2016-01-28 00:00:00-05:00,94.86983489990234,93150.70576304107,-6.849294236958925,-6.849294236958929
2016-01-29 00:00:00-05:00,96.85093688964844,95095.90835275911,-4.904091647240882,-4.904091647240886
2016-02-01 00:00:00-05:00,97.11137390136719,95351.626004993,-4.648373995007004,-4.6483739950070015
2016-02-02 00:00:00-05:00,95.00933837890625,93287.68131000311,-6.712318689996888,-6.712318689996886
2016-02-03 00:00:00-05:00,94.5535888671875,92840.19040087952,-7.15980959912047,-7.159809599120476
2016-02-04 00:00:00-05:00,94.5443115234375,92831.08117117725,-7.168918828822745,-7.168918828822745
2016-02-05 00:00:00-05:00,91.26104736328125,89607.31279371835,-10.392687206281659,-10.392687206281655
2016-02-08 00:00:00-05:00,89.86592102050781,88237.4674303837,-11.762532569616301,-11.762532569616306
2016-02-09 00:00:00-05:00,89.58686065673828,87963.46389845965,-12.036536101540351,-12.036536101540348
2016-02-10 00:00:00-05:00,89.9310073852539,88301.37437001361,-11.698625629986392,-11.69862562998639
2016-02-11 00:00:00-05:00,89.8008041381836,88173.53052618237,-11.826469473817635,-11.826469473817633
2016-02-12 00:00:00-05:00,91.16803741455078,89515.98827126747,-10.484011728732522,-10.484011728732527
2016-02-16 00:00:00-05:00,93.22355651855469,91534.25946831764,-8.465740531682354,-8.465740531682357
2016-02-17 00:00:00-05:00,95.33487701416016,93607.32088415262,-6.392679115847377,-6.392679115847379
2016-02-18 00:00:00-05:00,94.24663543701172,92538.79925070592,-7.461200749294072,-7.4612007492940755
2016-02-19 00:00:00-05:00,94.52566528320312,92812.77281805857,-7.187227181941436,-7.187227181941432
2016-02-22 00:00:00-05:00,96.06036376953125,94319.66114864091,-5.680338851359091,-5.680338851359091
2016-02-23 00:00:00-05:00,94.47920989990234,92767.15924926163,-7.232840750738367,-7.232840750738367
2016-02-24 00:00:00-05:00,95.38134765625,93652.94943523525,-6.347050564764755,-6.347050564764752
2016-02-25 00:00:00-05:00,96.32075500488281,94575.3338540177,-5.424666145982293,-5.424666145982294
2016-02-26 00:00:00-05:00,96.19985961914062,94456.62920446011,-5.543370795539881,-5.543370795539886
2016-02-29 00:00:00-05:00,95.33487701416016,93607.32088415262,-6.392679115847377,-6.392679115847379
2016-03-01 00:00:00-05:00,98.39488220214844,96611.87594847233,-3.3881240515276745,-3.388124051527673
2016-03-02 00:00:00-05:00,98.43209838867188,96648.41774328123,-3.351582256718777,-3.351582256718771
2016-03-03 00:00:00-05:00,98.24608612060547,96465.77618952232,-3.534223810477677,-3.534223810477677
2016-03-04 00:00:00-05:00,98.28325653076172,96502.27303747415,-3.497726962525849,-3.497726962525849
2016-03-07 00:00:00-05:00,97.67872619628906,95908.69735168623,-4.091302648313766,-4.091302648313765
2016-03-08 00:00:00-05:00,96.86951446533203,95114.14928559218,-4.885850714407813,-4.885850714407818
2016-03-09 00:00:00-05:00,97.49268341064453,95726.02583335593,-4.273974166644068,-4.273974166644068
2016-03-10 00:00:00-05:00,97.34387969970703,95579.91858326308,-4.42008141673692,-4.420081416736924
2016-03-11 00:00:00-05:00,99.04594421386719,97251.14011448564,-2.7488598855143653,-2.7488598855143644
2016-03-14 00:00:00-04:00,99.21336364746094,97415.5257531258,-2.584474246874202,-2.5844742468742044
2016-03-15 00:00:00-04:00,99.17618560791016,97379.02141403113,-2.6209785859688695,-2.620978585968871
2016-03-16 00:00:00-04:00,100.05976867675781,98246.59314060022,-1.7534068593997754,-1.7534068593997798
2016-03-17 00:00:00-04:00,100.00395965576172,98191.79543067254,-1.808204569327454,-1.8082045693274558
2016-03-18 00:00:00-04:00,100.16069793701172,98345.69346932655,-1.654306530673455,-1.65430653067345
2016-03-21 00:00:00-04:00,100.55250549316406,98730.4011102473,-1.2695988897526989,-1.2695988897526986
2016-03-22 00:00:00-04:00,100.8603286743164,99032.64625070548,-0.9673537492945194,-0.9673537492945179
2016-03-23 00:00:00-04:00,100.03007507324219,98217.43761263869,-1.7825623873613083,-1.7825623873613077
2016-03-24 00:00:00-04:00,100.05807495117188,98244.93010688812,-1.7550698931118824,-1.755069893111882
2016-03-28 00:00:00-04:00,99.91815948486328,98107.55003821233,-1.8924499617876678,-1.892449961787672
2016-03-29 00:00:00-04:00,101.52264404296875,99682.9598524185,-0.31704014758150434,-0.3170401475815015
2016-03-30 00:00:00-04:00,102.01705169677734,100168.40838234914,0.1684083823491278,0.0
2016-03-31 00:00:00-04:00,101.86778259277344,100021.8441725426,0.021844172542584417,-0.14631779836922118
2016-04-01 00:00:00-04:00,102.94992065429688,101084.3728917115,1.0843728917114825,0.0
2016-04-04 00:00:00-04:00,102.55812072753906,100699.67274193358,0.699672741933588,-0.38057331590712845
2016-04-05 00:00:00-04:00,101.56929779052734,99728.76819092946,-0.2712318090705379,-1.3410625816853485
2016-04-06 00:00:00-04:00,103.23912048339844,101368.33215247952,1.3683321524795122,0.0
2016-04-07 00:00:00-04:00,101.75585174560547,99911.94161583052,-0.08805838416947598,-1.4367312805919226
2016-04-08 00:00:00-04:00,101.68122863769531,99838.67074764153,-0.1613292523584664,-1.5090130934945731
2016-04-11 00:00:00-04:00,101.30805969238281,99472.26396869661,-0.527736031303383,-1.8704738881673753
2016-04-12 00:00:00-04:00,102.15699005126953,100305.81092445347,0.3058109244534757,-1.0481786623733613
2016-04-13 00:00:00-04:00,103.46296691894531,101588.12228361797,1.5881222836179765,0.0
